MATERIAL;EAN;IMAGEN_GRANDE;MARCA;CARACTERISTICA
707732;7703081494456;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Brook_Kd/1000x1263/Camiseta-Nino-Brook-Kd-Gris-Jaspe-7110-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
707732;7703081494463;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Brook_Kd/1000x1263/Camiseta-Nino-Brook-Kd-Blanco-952-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
707732;7703081494500;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Brook_Kd/1000x1263/Camiseta-Nino-Brook-Kd-Blanco-952-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
707732;7703081494531;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Brook_Kd/1000x1263/Camiseta-Nino-Brook-Kd-Gris-Jaspe-7110-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
707732;7703081494548;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Brook_Kd/1000x1263/Camiseta-Nino-Brook-Kd-Blanco-952-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
707732;7703081494579;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Brook_Kd/1000x1263/Camiseta-Nino-Brook-Kd-Gris-Jaspe-7110-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
707732;7703081494586;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Brook_Kd/1000x1263/Camiseta-Nino-Brook-Kd-Blanco-952-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
707732;7703081494616;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Brook_Kd/1000x1263/Camiseta-Nino-Brook-Kd-Gris-Jaspe-7110-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495781;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Blanco-941-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495798;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495811;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495828;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Verde-15849-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495842;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Blanco-941-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495859;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495873;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495880;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Verde-15849-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495903;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Blanco-941-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495910;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495934;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495941;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Verde-15849-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495965;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Blanco-941-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495972;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081495996;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081496009;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Verde-15849-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081496023;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Blanco-941-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081496030;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081496054;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Amarillo-15267-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
709438;7703081496061;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Erevan_Kd/1000x1263/Camiseta-Nino-Erevan-Kd-Verde-15849-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
702876;7703081500812;https://aatdtkgdoo.cloudimg.io/v7/https://www.galax.co/wcsstore/CrystalCo_CAT_AS/2020/GLX/ES-CO/Imagenes/Junior_Masculino/Medias/Dublin_X_3_Jr/1000x1263/Medias-Junior-Masculino-Dublin-X-3-Jr-Surtido-9909-Frente-Glx.jpg?sharp=1&height=400&width=400;GALAX;NYLON
702876;7703081500829;https://aatdtkgdoo.cloudimg.io/v7/https://www.galax.co/wcsstore/CrystalCo_CAT_AS/2020/GLX/ES-CO/Imagenes/Junior_Masculino/Medias/Dublin_X_3_Jr/1000x1263/Medias-Junior-Masculino-Dublin-X-3-Jr-Surtido-9910-Frente-Glx.jpg?sharp=1&height=400&width=400;GALAX;NYLON
702876;7703081500836;https://aatdtkgdoo.cloudimg.io/v7/https://www.galax.co/wcsstore/CrystalCo_CAT_AS/2020/GLX/ES-CO/Imagenes/Junior_Masculino/Medias/Dublin_X_3_Jr/1000x1263/Medias-Junior-Masculino-Dublin-X-3-Jr-Surtido-9909-Frente-Glx.jpg?sharp=1&height=400&width=400;GALAX;NYLON
702876;7703081500843;https://aatdtkgdoo.cloudimg.io/v7/https://www.galax.co/wcsstore/CrystalCo_CAT_AS/2020/GLX/ES-CO/Imagenes/Junior_Masculino/Medias/Dublin_X_3_Jr/1000x1263/Medias-Junior-Masculino-Dublin-X-3-Jr-Surtido-9910-Frente-Glx.jpg?sharp=1&height=400&width=400;GALAX;NYLON
717115;7703081501468;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Ejom/1000x1263/Camisa-Mujer-Adulta-Ejom-Crema-15087-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN MANGA
717115;7703081501475;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Ejom/1000x1263/Camisa-Mujer-Adulta-Ejom-Crema-15087-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN MANGA
717115;7703081501482;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Ejom/1000x1263/Camisa-Mujer-Adulta-Ejom-Crema-15087-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN MANGA
717115;7703081501499;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujer_Adulta/CAMISAS/Ejom/1000x1263/Camisa-Mujer-Adulta-Ejom-Crema-15087-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN MANGA
722839;7703081530864;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/FALDAS/Litre_Kd/1000x1263/Falda-Nina-Litre-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
722839;7703081530871;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/FALDAS/Litre_Kd/1000x1263/Falda-Nina-Litre-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
722839;7703081530888;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/FALDAS/Litre_Kd/1000x1263/Falda-Nina-Litre-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
722839;7703081530895;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/FALDAS/Litre_Kd/1000x1263/Falda-Nina-Litre-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
722839;7703081530901;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/FALDAS/Litre_Kd/1000x1263/Falda-Nina-Litre-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
722839;7703081530918;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/FALDAS/Litre_Kd/1000x1263/Falda-Nina-Litre-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SIN INTERIOR
722892;7703081531328;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081531342;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081531366;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081531380;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081531403;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081531427;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Azul-5758-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537139;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537146;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537153;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537160;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537177;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722892;7703081537184;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISAS/Lege_Kd/1000x1263/Camisa-Nino-Lege-Kd-Blanco-900-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
710170;7703081544441;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
710170;7703081544458;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
710170;7703081544465;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
710170;7703081544472;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
710170;7703081544489;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/DEPORTIVO/Muly_Pantalon_Kd/1000x1263/Pantalon-Nina-Muly-Pantalon-Kd-Gris-7209-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;
720478;7703081547190;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Pauli/1000x1263/Camiseta-Mujer-Pauli-Fucsia-16743-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
720478;7703081547220;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Pauli/1000x1263/Camiseta-Mujer-Pauli-Fucsia-16743-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
720478;7703081547251;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Pauli/1000x1263/Camiseta-Mujer-Pauli-Fucsia-16743-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
720478;7703081547282;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Mujeres/CAMISETAS/Pauli/1000x1263/Camiseta-Mujer-Pauli-Fucsia-16743-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;SISA ENTRADA
722055;7703081555577;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722055;7703081555584;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722055;7703081555591;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722055;7703081555607;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
722055;7703081555614;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninos/CAMISETAS/Ludu_Kd/1000x1263/Camiseta-Nino-Ludu-Kd-Azul-5728-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562599;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562605;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562612;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562636;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562643;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562773;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562797;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562803;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562810;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562834;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Blanco-908-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562841;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Rosado-15503-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
723285;7703081562858;https://aatdtkgdoo.cloudimg.io/v7/http://www.gef.com.co/wcsstore/CrystalCo_CAT_AS/2020/GEF/ES-CO/Imagenes/Ninas/CAMISETAS/Lente_Kd/1000x1263/Camiseta-Nina-Lente-Kd-Amarillo-15660-Frente-Gef.jpg?sharp=1&height=400&width=400;GEF;MANGA CORTA
